I,ID,STATUS,AREA,ZONE,PL,QL,IP,IQ,YP,YQ,OWNER,SCALE
35374,1 ,1,39,62,6.58,3.19,0.0,0.0,0.0,0.0,1,1
35387,1 ,1,11,14,0.94,0.001,0.0,0.0,0.0,0.0,1,1
35403,1 ,1,39,62,18.5,9.8,0.0,0.0,0.0,0.0,1,1
35408,1 ,1,31,56,21.27,0.81,0.0,0.0,0.0,0.0,1,1
35419,1 ,1,36,63,13.213000000000001,-0.18999999999999995,0.0,0.0,0.0,0.0,1,1
35435,1 ,1,45,87,10.0,2.2,0.0,0.0,0.0,0.0,1,1
35448,1 ,1,27,33,0.2,0.1,0.0,0.0,0.0,0.0,1,1
35450,1 ,1,45,87,21.1,0.5019999999999999,0.0,0.0,0.0,0.0,1,1
35452,1 ,1,45,87,19.192999999999998,3.895,0.0,0.0,0.0,0.0,1,1
35453,1 ,1,45,87,6.78,1.699,0.0,0.0,0.0,0.0,1,1
35457,1 ,1,45,87,31.728,7.951,0.0,0.0,0.0,0.0,1,1
35460,1 ,1,45,87,25.951999999999998,5.265000000000001,0.0,0.0,0.0,0.0,1,1
35477,1 ,1,42,70,6.84,0.6839999999999999,0.0,0.0,0.0,0.0,1,1
35486,1 ,1,19,32,9.809,-1.825,0.0,0.0,0.0,0.0,1,1
35590,1 ,1,31,56,13.04,1.63,0.0,0.0,0.0,0.0,1,1
35599,1 ,1,11,14,0.619,0.051,0.0,0.0,0.0,0.0,1,1
35600,1 ,1,45,87,35.965,7.302,0.0,0.0,0.0,0.0,1,1
35601,1 ,1,45,87,22.039,4.473,0.0,0.0,0.0,0.0,1,1
35604,1 ,1,45,87,2.13,0.534,0.0,0.0,0.0,0.0,1,1
35606,1 ,1,45,87,59.81,14.988,0.0,0.0,0.0,0.0,1,1
35610,1 ,1,45,87,96.345,19.568,0.0,0.0,0.0,0.0,1,1
35612,1 ,1,45,87,123.125,24.999000000000002,0.0,0.0,0.0,0.0,1,1
35615,1 ,1,45,87,35.065,7.116,0.0,0.0,0.0,0.0,1,1
35616,1 ,1,45,87,124.24600000000001,25.229,0.0,0.0,0.0,0.0,1,1
35617,1 ,1,18,21,5.5,-1.2999999999999998,0.0,0.0,0.0,0.0,1,1
35618,1 ,1,45,87,34.864,7.077999999999999,0.0,0.0,0.0,0.0,1,1
35620,1 ,1,45,87,124.6,17.9,0.0,0.0,0.0,0.0,1,1
35622,1 ,1,45,87,79.995,16.244,0.0,0.0,0.0,0.0,1,1
35624,1 ,1,45,87,119.65699999999998,24.289,0.0,0.0,0.0,0.0,1,1
35626,1 ,1,45,87,75.139,15.257,0.0,0.0,0.0,0.0,1,1
35628,1 ,1,45,87,1.0,0.203,0.0,0.0,0.0,0.0,1,1
35630,1 ,1,45,87,16.675,3.381,0.0,0.0,0.0,0.0,1,1
35636,1 ,1,45,87,55.048,11.175,0.0,0.0,0.0,0.0,1,1
35637,1 ,1,45,87,36.144,9.058,0.0,0.0,0.0,0.0,1,1
35638,1 ,1,45,87,117.60499999999999,22.476,0.0,0.0,0.0,0.0,1,1
35639,1 ,1,45,87,2.495,0.625,0.0,0.0,0.0,0.0,1,1
35642,1 ,1,45,87,4.9,1.117,0.0,0.0,0.0,0.0,1,1
35646,1 ,1,45,87,90.416,18.361,0.0,0.0,0.0,0.0,1,1
35648,1 ,1,45,87,88.10900000000001,17.892,0.0,0.0,0.0,0.0,1,1
35650,1 ,1,45,87,7.488,1.876,0.0,0.0,0.0,0.0,1,1
35652,1 ,1,45,87,5.1,1.278,0.0,0.0,0.0,0.0,1,1
35656,1 ,1,45,87,31.004,6.293,0.0,0.0,0.0,0.0,1,1
35659,1 ,1,45,87,15.85,3.1159999999999997,0.0,0.0,0.0,0.0,1,1
35664,1 ,1,45,87,5.2,1.304,0.0,0.0,0.0,0.0,1,1
35673,1 ,1,23,25,44.894,14.756,0.0,0.0,0.0,0.0,1,1
35677,1 ,1,18,21,6.5,1.7,0.0,0.0,0.0,0.0,1,1
35690,1 ,1,13,17,16.985,1.84,0.0,0.0,0.0,0.0,1,1
35704,1 ,1,19,32,5.4,3.0,0.0,0.0,0.0,0.0,1,1
35708,1 ,1,40,68,2.73,1.24,0.0,0.0,0.0,0.0,1,1
35750,1 ,1,45,87,12.681,2.576,0.0,0.0,0.0,0.0,1,1
35751,1 ,1,45,87,0.341,0.085,0.0,0.0,0.0,0.0,1,1
35757,1 ,1,45,87,26.8,1.2,0.0,0.0,0.0,0.0,1,1
35764,1 ,1,31,46,6.353,2.28,0.0,0.0,0.0,0.0,1,1
35773,1 ,1,42,70,2.0,0.529,0.0,0.0,0.0,0.0,1,1
35841,1 ,1,27,33,0.7,0.24,0.0,0.0,0.0,0.0,1,1
35850,1 ,1,45,87,3.072,0.77,0.0,0.0,0.0,0.0,1,1
35863,1 ,1,45,87,7.344,1.84,0.0,0.0,0.0,0.0,1,1
35881,1 ,1,45,87,2.7,0.677,0.0,0.0,0.0,0.0,1,1
35882,1 ,1,45,87,2.7,0.677,0.0,0.0,0.0,0.0,1,1
35886,1 ,1,11,14,6.713,0.689,0.0,0.0,0.0,0.0,1,1
35899,1 ,1,27,33,1.2,0.2,0.0,0.0,0.0,0.0,1,1
35901,1 ,1,45,87,45.862,9.315000000000001,0.0,0.0,0.0,0.0,1,1
35905,1 ,1,45,87,33.22,6.752000000000001,0.0,0.0,0.0,0.0,1,1
35907,1 ,1,45,87,66.28800000000001,13.456999999999999,0.0,0.0,0.0,0.0,1,1
35908,1 ,1,45,87,13.216,2.685,0.0,0.0,0.0,0.0,1,1
35909,1 ,1,45,87,12.688,2.58,0.0,0.0,0.0,0.0,1,1
35916,1 ,1,45,87,16.21,3.2960000000000003,0.0,0.0,0.0,0.0,1,1
35919,1 ,1,45,87,24.78,5.038,0.0,0.0,0.0,0.0,1,1
35920,1 ,1,45,87,53.82,10.922,0.0,0.0,0.0,0.0,1,1
35922,1 ,1,45,87,0.7,0.175,0.0,0.0,0.0,0.0,1,1
35924,1 ,1,45,87,16.64,3.379,0.0,0.0,0.0,0.0,1,1
35929,1 ,1,45,87,33.046,6.714,0.0,0.0,0.0,0.0,1,1
35945,1 ,1,45,87,20.0,1.5,0.0,0.0,0.0,0.0,1,1
35951,1 ,1,45,87,43.900999999999996,8.916,0.0,0.0,0.0,0.0,1,1
35978,1 ,1,33,41,28.7,7.41,0.0,0.0,0.0,0.0,1,1
35991,1 ,1,19,32,5.772,-2.18,0.0,0.0,0.0,0.0,1,1
36000,1 ,1,45,87,5.273,1.071,0.0,0.0,0.0,0.0,1,1
36001,1 ,1,45,87,1.0,0.142,0.0,0.0,0.0,0.0,1,1
36004,1 ,1,45,87,7.193,1.803,0.0,0.0,0.0,0.0,1,1
36006,1 ,1,45,87,1.961,0.4,0.0,0.0,0.0,0.0,1,1
36007,1 ,1,45,87,1.289,0.323,0.0,0.0,0.0,0.0,1,1
36010,1 ,1,45,87,2.746,0.558,0.0,0.0,0.0,0.0,1,1
36012,1 ,1,45,87,14.355,2.9190000000000005,0.0,0.0,0.0,0.0,1,1
36015,1 ,1,45,87,6.989,1.751,0.0,0.0,0.0,0.0,1,1
36018,1 ,1,45,87,2.337,0.586,0.0,0.0,0.0,0.0,1,1
36019,1 ,1,15,20,1.703,0.365,0.0,0.0,0.0,0.0,1,1
36020,1 ,1,45,87,2.381,0.0,0.0,0.0,0.0,0.0,1,1
36023,1 ,1,45,87,13.774,2.798,0.0,0.0,0.0,0.0,1,1
36031,1 ,1,45,87,16.6,1.0,0.0,0.0,0.0,0.0,1,1
36036,1 ,1,45,87,3.696,0.747,0.0,0.0,0.0,0.0,1,1
36037,1 ,1,45,87,2.232,0.559,0.0,0.0,0.0,0.0,1,1
36038,1 ,1,45,87,25.639,5.212,0.0,0.0,0.0,0.0,1,1
36039,1 ,1,45,87,9.255,1.878,0.0,0.0,0.0,0.0,1,1
36041,1 ,1,45,87,1.656,0.415,0.0,0.0,0.0,0.0,1,1
36043,1 ,1,45,87,7.611,1.546,0.0,0.0,0.0,0.0,1,1
36044,1 ,1,45,87,4.284,0.867,0.0,0.0,0.0,0.0,1,1
36045,1 ,1,45,87,2.753,0.558,0.0,0.0,0.0,0.0,1,1
36047,1 ,1,45,87,5.178,1.298,0.0,0.0,0.0,0.0,1,1
36049,1 ,1,45,87,20.213,3.149,0.0,0.0,0.0,0.0,1,1
36053,1 ,1,45,87,30.208999999999996,4.959,0.0,0.0,0.0,0.0,1,1
36055,1 ,1,45,87,3.5,0.709,0.0,0.0,0.0,0.0,1,1
36060,1 ,1,45,87,14.558,2.957,0.0,0.0,0.0,0.0,1,1
36064,1 ,1,45,87,8.388,1.705,0.0,0.0,0.0,0.0,1,1
36066,1 ,1,45,87,7.551,1.531,0.0,0.0,0.0,0.0,1,1
36069,1 ,1,45,87,15.0,2.14,0.0,0.0,0.0,0.0,1,1
36073,1 ,1,45,87,16.052,3.259,0.0,0.0,0.0,0.0,1,1
36074,1 ,1,45,87,10.208,1.634,0.0,0.0,0.0,0.0,1,1
36076,1 ,1,45,87,3.497,0.876,0.0,0.0,0.0,0.0,1,1
36084,1 ,1,45,87,16.595,3.364,0.0,0.0,0.0,0.0,1,1
36085,1 ,1,45,87,5.166,0.0,0.0,0.0,0.0,0.0,1,1
36127,1 ,1,31,46,0.512,-0.125,0.0,0.0,0.0,0.0,1,1
36144,1 ,1,40,68,2.1,1.163,0.0,0.0,0.0,0.0,1,1
36150,1 ,1,31,55,1.23,0.404,0.0,0.0,0.0,0.0,1,1
36182,1 ,1,32,40,17.96,0.192,0.0,0.0,0.0,0.0,1,1
36192,1 ,1,16,31,2.28,0.562,0.0,0.0,0.0,0.0,1,1
36194,1 ,1,42,70,1.0,-0.448,0.0,0.0,0.0,0.0,1,1
36204,1 ,1,45,87,10.0,2.506,0.0,0.0,0.0,0.0,1,1
36223,1 ,1,45,87,10.0,2.506,0.0,0.0,0.0,0.0,1,1
36226,1 ,1,45,87,10.0,2.506,0.0,0.0,0.0,0.0,1,1
36235,1 ,1,31,46,0.637,0.168,0.0,0.0,0.0,0.0,1,1
36250,1 ,1,45,87,8.013,1.828,0.0,0.0,0.0,0.0,1,1
36252,1 ,1,45,87,11.464,2.614,0.0,0.0,0.0,0.0,1,1
36260,1 ,1,45,87,12.198,2.776,0.0,0.0,0.0,0.0,1,1
36262,1 ,1,45,87,2.28,0.571,0.0,0.0,0.0,0.0,1,1
36266,1 ,1,45,87,59.900000000000006,8.576,0.0,0.0,0.0,0.0,1,1
36268,1 ,1,45,87,14.518,2.069,0.0,0.0,0.0,0.0,1,1
36270,1 ,1,45,87,34.322,7.824,0.0,0.0,0.0,0.0,1,1
36271,1 ,1,45,87,17.47,4.378,0.0,0.0,0.0,0.0,1,1
36274,1 ,1,45,87,13.129,2.99,0.0,0.0,0.0,0.0,1,1
36278,1 ,1,45,87,53.379,9.274999999999999,0.0,0.0,0.0,0.0,1,1
36280,1 ,1,45,87,5.63,1.411,0.0,0.0,0.0,0.0,1,1
36286,1 ,1,45,87,1.469,0.333,0.0,0.0,0.0,0.0,1,1
36288,1 ,1,45,87,6.39,1.452,0.0,0.0,0.0,0.0,1,1
36290,1 ,1,45,87,20.22,4.604,0.0,0.0,0.0,0.0,1,1
36294,1 ,1,45,87,5.868,1.341,0.0,0.0,0.0,0.0,1,1
36298,1 ,1,45,87,4.316,0.878,0.0,0.0,0.0,0.0,1,1
36302,1 ,1,45,87,12.143,2.8169999999999997,0.0,0.0,0.0,0.0,1,1
36314,1 ,1,15,20,0.612,-0.543,0.0,0.0,0.0,0.0,1,1
36349,1 ,1,32,40,14.4,-2.242,0.0,0.0,0.0,0.0,1,1
36350,1 ,1,45,87,8.677999999999999,1.9809999999999999,0.0,0.0,0.0,0.0,1,1
36354,1 ,1,45,87,5.971,1.358,0.0,0.0,0.0,0.0,1,1
36356,1 ,1,45,87,53.558,10.66,0.0,0.0,0.0,0.0,1,1
36358,1 ,1,45,87,14.009,3.195,0.0,0.0,0.0,0.0,1,1
36364,1 ,1,45,87,4.946,1.1280000000000001,0.0,0.0,0.0,0.0,1,1
36366,1 ,1,45,87,5.917999999999999,1.273,0.0,0.0,0.0,0.0,1,1
36370,1 ,1,45,87,2.061,0.422,0.0,0.0,0.0,0.0,1,1
36374,1 ,1,45,87,7.05,1.767,0.0,0.0,0.0,0.0,1,1
36378,1 ,1,45,87,5.62,0.801,0.0,0.0,0.0,0.0,1,1
36411,1 ,1,45,87,50.0,12.53,0.0,0.0,0.0,0.0,1,1
36412,1 ,1,45,87,50.0,12.53,0.0,0.0,0.0,0.0,1,1
36447,1 ,1,31,46,0.204,0.067,0.0,0.0,0.0,0.0,1,1
36451,1 ,1,45,87,13.5,1.923,0.0,0.0,0.0,0.0,1,1
36452,1 ,1,45,87,21.400000000000002,5.363,0.0,0.0,0.0,0.0,1,1
36455,1 ,1,27,33,8.5,2.0,0.0,0.0,0.0,0.0,1,1
36473,1 ,1,42,70,1.967,1.259,0.0,0.0,0.0,0.0,1,1
36576,1 ,1,31,58,26.56,8.73,0.0,0.0,0.0,0.0,1,1
36635,1 ,1,39,62,23.0,3.0,0.0,0.0,0.0,0.0,1,1
36663,1 ,1,18,21,2.4,-0.49999999999999994,0.0,0.0,0.0,0.0,1,1
36702,1 ,1,13,18,20.0,-5.0,0.0,0.0,0.0,0.0,1,1
36708,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
36726,1 ,1,18,21,10.1,-2.5,0.0,0.0,0.0,0.0,1,1
36728,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
36741,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
36743,1 ,1,39,62,49.7,19.6,0.0,0.0,0.0,0.0,1,1
36757,1 ,1,31,56,39.32,3.0,0.0,0.0,0.0,0.0,1,1
36794,1 ,1,39,62,8.0,1.5,0.0,0.0,0.0,0.0,1,1
36809,1 ,1,17,26,7.62,0.121,0.0,0.0,0.0,0.0,1,1
36813,1 ,1,33,41,5.1,0.73,0.0,0.0,0.0,0.0,1,1
36816,1 ,1,40,67,2.84,0.94,0.0,0.0,0.0,0.0,1,1
36830,1 ,1,45,82,78.0,13.0,0.0,0.0,0.0,0.0,1,1
36838,1 ,1,45,82,101.24,16.6,0.0,0.0,0.0,0.0,1,1
36844,1 ,1,13,16,8.0,-1.0,0.0,0.0,0.0,0.0,1,1
36853,1 ,1,40,68,6.0,3.0,0.0,0.0,0.0,0.0,1,1
36856,1 ,1,45,82,18.32,4.21,0.0,0.0,0.0,0.0,1,1
36857,1 ,1,45,82,48.85,6.95,0.0,0.0,0.0,0.0,1,1
36863,1 ,1,45,82,1.5,0.376,0.0,0.0,0.0,0.0,1,1
36864,1 ,1,45,82,1.5,0.376,0.0,0.0,0.0,0.0,1,1
36869,1 ,1,45,82,22.32,3.178,0.0,0.0,0.0,0.0,1,1
36870,1 ,1,45,82,29.098,4.15,0.0,0.0,0.0,0.0,1,1
36871,1 ,1,45,82,22.84,3.25,0.0,0.0,0.0,0.0,1,1
36873,1 ,1,45,82,22.2,3.16,0.0,0.0,0.0,0.0,1,1
36874,1 ,1,45,82,16.25,2.1799999999999997,0.0,0.0,0.0,0.0,1,1
36876,1 ,1,45,82,33.8,4.82,0.0,0.0,0.0,0.0,1,1
36877,1 ,1,45,82,8.01,1.1400000000000001,0.0,0.0,0.0,0.0,1,1
36880,1 ,1,45,82,32.71,4.66,0.0,0.0,0.0,0.0,1,1
36882,1 ,1,45,82,30.56,5.1,0.0,0.0,0.0,0.0,1,1
36883,1 ,1,45,82,16.87,2.26,0.0,0.0,0.0,0.0,1,1
36887,1 ,1,45,82,13.6,1.79,0.0,0.0,0.0,0.0,1,1
36889,1 ,1,45,82,23.29,3.32,0.0,0.0,0.0,0.0,1,1
36890,1 ,1,45,82,35.97,5.13,0.0,0.0,0.0,0.0,1,1
36891,1 ,1,45,82,20.57,2.94,0.0,0.0,0.0,0.0,1,1
36896,1 ,1,45,82,26.56,3.786,0.0,0.0,0.0,0.0,1,1
36904,1 ,1,45,87,27.5,6.266,0.0,0.0,0.0,0.0,1,1
36910,1 ,1,49,88,0.1,0.0,0.0,0.0,0.0,0.0,1,1
36929,1 ,1,35,42,15.0,4.0,0.0,0.0,0.0,0.0,1,1
36956,1 ,1,15,20,7.526,-0.749,0.0,0.0,0.0,0.0,1,1
36972,1 ,1,45,81,1.0,0.251,0.0,0.0,0.0,0.0,1,1
36999,1 ,1,45,87,26.839,6.116,0.0,0.0,0.0,0.0,1,1
37002,1 ,1,18,21,11.200000000000003,3.1999999999999997,0.0,0.0,0.0,0.0,1,1
37019,1 ,1,27,33,19.76,11.81,0.0,0.0,0.0,0.0,1,1
37037,1 ,1,18,21,15.600000000000001,-2.3000000000000003,0.0,0.0,0.0,0.0,1,1
37041,1 ,1,39,62,20.0,4.0,0.0,0.0,0.0,0.0,1,1
37145,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
37161,1 ,1,14,19,3.0000000000000004,-1.1,0.0,0.0,0.0,0.0,1,1
37162,1 ,1,19,32,6.823,-1.297,0.0,0.0,0.0,0.0,1,1
37173,1 ,1,27,33,25.0,5.0,0.0,0.0,0.0,0.0,1,1
37218,1 ,1,39,62,21.59,6.24,0.0,0.0,0.0,0.0,1,1
37219,1 ,1,39,62,17.2,3.8,0.0,0.0,0.0,0.0,1,1
37239,1 ,1,40,68,8.5,0.91,0.0,0.0,0.0,0.0,1,1
37244,1 ,1,39,62,0.5,0.2,0.0,0.0,0.0,0.0,1,1
37253,1 ,1,43,72,1.2,0.8,0.0,0.0,0.0,0.0,1,1
37290,1 ,1,36,63,10.498,2.5,0.0,0.0,0.0,0.0,1,1
37293,1 ,1,19,32,5.248,0.137,0.0,0.0,0.0,0.0,1,1
37298,1 ,1,41,69,4.438,3.0,0.0,0.0,0.0,0.0,1,1
37305,1 ,1,33,41,24.729,8.619,0.0,0.0,0.0,0.0,1,1
37321,1 ,1,16,31,120.82300000000001,15.087,0.0,0.0,0.0,0.0,1,1
37344,1 ,1,13,16,15.0,-5.0,0.0,0.0,0.0,0.0,1,1
37382,1 ,1,40,68,9.61,1.5,0.0,0.0,0.0,0.0,1,1
37384,1 ,1,36,63,29.414,1.395,0.0,0.0,0.0,0.0,1,1
37431,1 ,1,14,19,7.0,-0.7000000000000001,0.0,0.0,0.0,0.0,1,1
37477,1 ,1,18,21,2.2,0.8,0.0,0.0,0.0,0.0,1,1
37528,1 ,1,32,40,14.4,0.417,0.0,0.0,0.0,0.0,1,1
37554,1 ,1,39,62,5.0,1.0,0.0,0.0,0.0,0.0,1,1
37586,1 ,1,45,87,6.0,1.504,0.0,0.0,0.0,0.0,1,1
37682,1 ,1,36,63,46.414,-1.3519999999999999,0.0,0.0,0.0,0.0,1,1
37694,1 ,1,31,46,9.623,6.052,0.0,0.0,0.0,0.0,1,1
37695,1 ,1,40,68,2.73,1.24,0.0,0.0,0.0,0.0,1,1
37709,1 ,1,31,46,7.225,2.23,0.0,0.0,0.0,0.0,1,1
37715,1 ,1,18,21,0.0,1.1,0.0,0.0,0.0,0.0,1,1
37779,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
37796,1 ,1,40,68,1.0,0.4,0.0,0.0,0.0,0.0,1,1
37816,1 ,1,41,69,3.947,5.0,0.0,0.0,0.0,0.0,1,1
37827,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
37847,1 ,1,36,63,14.949,-0.19999999999999996,0.0,0.0,0.0,0.0,1,1
37872,1 ,1,35,42,30.0,4.275,0.0,0.0,0.0,0.0,1,1
37932,1 ,1,16,31,16.752,0.462,0.0,0.0,0.0,0.0,1,1
37936,1 ,1,16,31,5.34,1.34,0.0,0.0,0.0,0.0,1,1
37947,1 ,1,27,33,16.65,2.44,0.0,0.0,0.0,0.0,1,1
37953,1 ,1,31,46,1.412,0.464,0.0,0.0,0.0,0.0,1,1
38019,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
38020,1 ,1,45,87,33.18,8.315,0.0,0.0,0.0,0.0,1,1
38022,1 ,1,45,87,41.3,8.524,0.0,0.0,0.0,0.0,1,1
38024,1 ,1,45,87,29.91,6.172,0.0,0.0,0.0,0.0,1,1
38028,1 ,1,45,87,192.12,48.14399999999999,0.0,0.0,0.0,0.0,1,1
38030,1 ,1,45,87,25.13,4.98,0.0,0.0,0.0,0.0,1,1
38049,1 ,1,39,62,20.0,2.0,0.0,0.0,0.0,0.0,1,1
38050,1 ,1,45,87,19.62,4.916,0.0,0.0,0.0,0.0,1,1
38052,1 ,1,45,87,3.91,0.98,0.0,0.0,0.0,0.0,1,1
38053,1 ,1,39,62,9.4,3.09,0.0,0.0,0.0,0.0,1,1
38054,1 ,1,45,87,9.0,1.89,0.0,0.0,0.0,0.0,1,1
38059,1 ,1,45,87,128.97,31.898,0.0,0.0,0.0,0.0,1,1
38071,1 ,1,18,21,30.0,10.0,0.0,0.0,0.0,0.0,1,1
38088,1 ,1,16,31,3.0,8.058,0.0,0.0,0.0,0.0,1,1
38106,1 ,1,45,87,2.0,0.501,0.0,0.0,0.0,0.0,1,1
38108,1 ,1,45,87,2.0,0.501,0.0,0.0,0.0,0.0,1,1
38110,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
38112,1 ,1,45,87,3.0,0.752,0.0,0.0,0.0,0.0,1,1
38113,1 ,1,45,87,3.0,0.0,0.0,0.0,0.0,0.0,1,1
38115,1 ,1,45,87,3.0,0.0,0.0,0.0,0.0,0.0,1,1
38131,1 ,1,45,87,2.1,0.526,0.0,0.0,0.0,0.0,1,1
38136,1 ,1,45,87,25.8,1.4,0.0,0.0,0.0,0.0,1,1
38147,1 ,1,18,21,10.2,-2.5,0.0,0.0,0.0,0.0,1,1
38206,1 ,1,45,87,35.373000000000005,6.302,0.0,0.0,0.0,0.0,1,1
38209,1 ,1,36,63,31.691,-1.824,0.0,0.0,0.0,0.0,1,1
38225,1 ,1,15,20,4.058,-0.16999999999999993,0.0,0.0,0.0,0.0,1,1
38260,1 ,1,43,71,2.2,0.0,0.0,0.0,0.0,0.0,1,1
38266,1 ,1,15,20,0.763,0.251,0.0,0.0,0.0,0.0,1,1
38267,1 ,1,19,32,5.697,-2.127,0.0,0.0,0.0,0.0,1,1
38270,1 ,1,11,14,0.066,0.003,0.0,0.0,0.0,0.0,1,1
38273,1 ,1,11,14,3.373,0.068,0.0,0.0,0.0,0.0,1,1
38303,1 ,1,36,63,16.325,5.618,0.0,0.0,0.0,0.0,1,1
38317,1 ,1,16,31,26.007,1.861,0.0,0.0,0.0,0.0,1,1
38349,1 ,1,45,87,23.21,4.709,0.0,0.0,0.0,0.0,1,1
38403,1 ,1,31,46,1.423,0.468,0.0,0.0,0.0,0.0,1,1
38417,1 ,1,11,14,0.39,0.016,0.0,0.0,0.0,0.0,1,1
38441,1 ,1,31,46,1.239,0.394,0.0,0.0,0.0,0.0,1,1
38491,1 ,1,36,63,7.18,-1.0,0.0,0.0,0.0,0.0,1,1
38662,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
38686,1 ,1,36,79,3.0,-1.0,0.0,0.0,0.0,0.0,1,1
38709,1 ,1,39,62,8.0,2.0,0.0,0.0,0.0,0.0,1,1
38713,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
38769,1 ,1,40,66,6.0,0.5,0.0,0.0,0.0,0.0,1,1
38779,1 ,1,15,20,6.069,0.44,0.0,0.0,0.0,0.0,1,1
38802,1 ,1,16,31,2.783,0.895,0.0,0.0,0.0,0.0,1,1
38827,1 ,1,16,31,6.192,0.9,0.0,0.0,0.0,0.0,1,1
38892,1 ,1,39,62,8.6,3.197,0.0,0.0,0.0,0.0,1,1
38904,1 ,1,45,82,22.21,2.3,0.0,0.0,0.0,0.0,1,1
38905,1 ,1,45,82,8.25,1.18,0.0,0.0,0.0,0.0,1,1
38906,1 ,1,45,82,20.109,2.79,0.0,0.0,0.0,0.0,1,1
38907,1 ,1,15,20,8.487,0.43500000000000005,0.0,0.0,0.0,0.0,1,1
38908,1 ,1,45,82,4.0,0.06,0.0,0.0,0.0,0.0,1,1
38909,1 ,1,45,82,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,1,1
38911,1 ,1,45,82,0.2,0.2,0.0,0.0,0.0,0.0,1,1
38912,1 ,1,45,82,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,1,1
38913,1 ,1,45,82,0.2,0.2,0.0,0.0,0.0,0.0,1,1
38914,1 ,1,31,46,1.0,1.0,0.0,0.0,0.0,0.0,1,1
38915,1 ,1,45,82,0.1,0.1,0.0,0.0,0.0,0.0,1,1
38989,1 ,1,31,56,13.45,3.73,0.0,0.0,0.0,0.0,1,1
39010,1 ,1,31,49,1.813,0.596,0.0,0.0,0.0,0.0,1,1
39019,1 ,1,45,87,12.568,2.555,0.0,0.0,0.0,0.0,1,1
39027,1 ,1,31,46,2.77,0.856,0.0,0.0,0.0,0.0,1,1
39058,1 ,1,18,21,1.0,-1.0,0.0,0.0,0.0,0.0,1,1
39063,1 ,1,40,68,10.099,1.3,0.0,0.0,0.0,0.0,1,1
39071,1 ,1,45,87,16.0,9.916,0.0,0.0,0.0,0.0,1,1
39078,1 ,1,32,40,25.175,0.833,0.0,0.0,0.0,0.0,1,1
39096,1 ,1,16,31,14.866,3.725,0.0,0.0,0.0,0.0,1,1
39121,1 ,1,39,62,12.0,3.94,0.0,0.0,0.0,0.0,1,1
39123,1 ,1,45,87,9.738,1.974,0.0,0.0,0.0,0.0,1,1
39226,1 ,1,40,66,15.0,3.912,0.0,0.0,0.0,0.0,1,1
39229,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
39246,1 ,1,43,72,8.0,3.0,0.0,0.0,0.0,0.0,1,1
39276,1 ,1,18,21,4.1,0.4,0.0,0.0,0.0,0.0,1,1
39307,1 ,1,42,70,3.451,0.4630000000000001,0.0,0.0,0.0,0.0,1,1
39320,1 ,1,36,79,2.0,0.4,0.0,0.0,0.0,0.0,1,1
39331,1 ,1,39,62,0.3,0.2,0.0,0.0,0.0,0.0,1,1
39335,1 ,1,31,56,19.83,0.51,0.0,0.0,0.0,0.0,1,1
39363,1 ,1,31,49,6.073,0.382,0.0,0.0,0.0,0.0,1,1
39388,1 ,1,45,76,18.082,2.301,0.0,0.0,0.0,0.0,1,1
39399,1 ,1,33,41,6.4,3.0,0.0,0.0,0.0,0.0,1,1
39405,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
39453,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
39463,1 ,1,40,68,7.71,0.5,0.0,0.0,0.0,0.0,1,1
39469,1 ,1,36,79,20.249000000000002,-3.0,0.0,0.0,0.0,0.0,1,1
39471,1 ,1,31,49,1.186,0.058,0.0,0.0,0.0,0.0,1,1
39485,1 ,1,36,63,32.342999999999996,-8.388,0.0,0.0,0.0,0.0,1,1
39500,1 ,1,27,33,19.4,3.2,0.0,0.0,0.0,0.0,1,1
39530,1 ,1,16,31,99.852,1.217,0.0,0.0,0.0,0.0,1,1
39564,1 ,1,36,63,14.639,0.0,0.0,0.0,0.0,0.0,1,1
39568,1 ,1,45,87,1.6,0.401,0.0,0.0,0.0,0.0,1,1
39574,1 ,1,45,87,1.2,0.301,0.0,0.0,0.0,0.0,1,1
39612,1 ,1,45,87,3.2,0.802,0.0,0.0,0.0,0.0,1,1
39617,1 ,1,16,31,16.432,5.074,0.0,0.0,0.0,0.0,1,1
39727,1 ,1,15,20,64.46,45.595,0.0,0.0,0.0,0.0,1,1
