I,NAME,BASKV,IDE,AREA,ZONE,OWNER,VM,VA,NVHI,NVLO,EVHI,EVLO
1311,PKL    2,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1316,MML    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1319,LDY    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1324,FCR    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1332,EDEN   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1336,BETP   1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1338,HIGHLN 1,34.5,2,1,2,1,1.0,0.0,1.1,0.9,1.1,0.9
1339,HUNGRY 1,13.8,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1348,BELLEF 1,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1349,WOO    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1358,LOW_MO 1,13.8,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1361,ORO    1,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
1381,SAT    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1388,CARO   1,12.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1394,BLPR   1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1399,SCOTT_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1402,NOR_HA 1,230.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
1403,SPD_BC 1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1405,BRNDS_ 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1408,MLN    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1423,NOR_LO 1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
1433,ID_TA  1,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
1438,BANACK 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1450,H ALLE 2,345.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
1453,TENNEY 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1454,BOTHEL 1,230.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
1458,MKL    1,0.69,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1461,AGV    1,500.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1466,PHALGL 1,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1467,SIGURD 1,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1476,REDMON 1,13.8,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1477,TAFT_A 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1479,ONTO   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1480,VIS    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1490,FAIRMO 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1492,GREENL 1,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
1503,EUR    1,115.0,1,13,18,1,1.0,0.0,1.1,0.9,1.1,0.9
1504,DALE   1,46.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1508,MILL_C 2,230.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1510,MRG_BC 1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1518,KLY    2,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1522,CHAMB_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1540,ATLAS  1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
1552,FAIRMO 2,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1564,FRA    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1570,BICKNE 1,345.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
1578,TUCSON 1,115.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
1580,SSH    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1582,DA     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1583,BVY    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1585,AR     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1600,ANN    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1605,CLBA   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1606,CSP1   1,500.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1610,STOBEH 1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
1613,TERMIN 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1618,DESERA 1,138.0,1,9,10,1,1.0,0.0,1.1,0.9,1.1,0.9
1632,CPL    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1634,PONDER 1,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
1635,EVGN   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1637,PATUA  1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
1638,ARR    1,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
1641,FAIRCH 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1644,RL     1,21.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1648,WILLIS 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1653,CC     2,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1660,ROE    1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1666,AFTN_P 1,18.0,2,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
1668,KALAMA 1,115.0,1,31,49,1,1.0,0.0,1.1,0.9,1.1,0.9
1674,VANDYK 1,115.0,1,31,48,1,1.0,0.0,1.1,0.9,1.1,0.9
1675,RATSKE 1,230.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1684,HIGHLN 1,115.0,2,31,51,1,1.0,0.0,1.1,0.9,1.1,0.9
1686,YP     1,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1690,BELLNG 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1695,CORBLR 2,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1701,BIGSKY 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1710,SUNPND 2,500.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1711,SUNPND 3,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1712,SUNPND 4,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1714,INTALC 1,13.8,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1718,G_COUL 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1722,ATW    1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
1724,OQUIRR 3,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1727,FE     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1729,LNSG   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1733,BTHL   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1734,FCST_A 1,345.0,2,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
1741,MCGL   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1751,RMEC$  1,15.0,2,26,36,1,1.0,0.0,1.1,0.9,1.1,0.9
1761,LLL    1,13.8,1,13,16,1,1.0,0.0,1.1,0.9,1.1,0.9
1763,DRAM_I 1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1770,BARBER 1,115.0,1,31,48,1,1.0,0.0,1.1,0.9,1.1,0.9
1777,SRS    1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1780,LUN    1,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
1785,CLUFF  1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1792,PHA    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1797,TOPN   1,34.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1798,BLGS_S 2,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1802,BIGSKY 2,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1804,TERMIN 2,46.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1805,CLY    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1808,SNOHOM 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1810,OREANA 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
1812,CTYMES 1,69.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
1813,DENTON 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1814,MABTON 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1815,KLNDSC 2,0.6,2,10,13,1,1.0,0.0,1.1,0.9,1.1,0.9
1824,CLEARF 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1837,SYL    1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
1838,RANDO_ 1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1848,WH2    1,13.8,2,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1859,SUNPEA 1,13.8,2,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
1863,RMRK_A 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1864,MTV    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1872,STRIP  1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
1876,JKPT   1,34.5,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1879,SLVRHW 1,500.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
1893,AMC    1,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1894,JUL    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1897,FAR    1,100.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
1919,MADIGA 1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
1926,EC     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1933,DKW    1,34.5,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1937,HAYDE_ 1,115.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1940,STF    1,69.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
1941,MTAN   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1944,SPEARF 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1969,ES     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1971,MCA_BC 1,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1973,ODTP   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1976,NAT    1,69.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
1991,MK     1,500.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1996,WEBSTE 1,69.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1997,CHEYEN 1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2000,DSRTSN 9,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
2001,YELPIN 1,230.0,1,45,77,1,1.0,0.0,1.1,0.9,1.1,0.9
2002,YELPIN 2,34.5,1,45,77,1,1.0,0.0,1.1,0.9,1.1,0.9
2013,ING    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2015,LEXING 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2018,BONR_F 1,13.8,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2020,DIL_RE 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2032,WAN    1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2034,ING_BC 1,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2036,CORRIE 1,34.5,2,9,10,1,1.0,0.0,1.1,0.9,1.1,0.9
2037,CRW    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2040,REDBUT 1,345.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2047,HOLCOM 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2059,BENALT 1,138.0,1,1,2,1,1.0,0.0,1.1,0.9,1.1,0.9
2069,WEYRHS 1,115.0,1,31,50,1,1.0,0.0,1.1,0.9,1.1,0.9
2078,SANTA_ 1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2080,GALASL 1,115.0,2,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
2081,ING_BC 2,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2083,HUR    1,230.0,2,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
2085,WATERF 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
2092,RAVER  1,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2110,CAMERN 3,12.3,2,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
2111,NAUGHT 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2115,DGS    1,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2128,FOSTER 1,4.2,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2129,COYOTE 1,345.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2139,LOSREA 1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
2141,POTHOL 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2142,STEVN_ 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2149,MDJU   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2150,POLK   1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
2152,CRYSTA 1,500.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2153,TOPAZ$ 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2157,SNO_KI 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2160,WTL_AP 1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2164,SLC_BC 2,7.2,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2165,NKL    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2185,MILLE_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2187,TRI    1,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
2206,CARMEN 1,11.5,2,31,50,1,1.0,0.0,1.1,0.9,1.1,0.9
2218,BWILLI 1,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
2224,AUSTIN 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2225,FRDY   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2230,LATRP_ 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2234,DV     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2236,CDWL   1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2240,RENOVA 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2241,GRAYSO 1,115.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
2255,MILLER 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2259,PABCO  1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2262,90TH.S 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2268,ADEL_N 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2274,BOBN   2,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2282,FKR    1,13.8,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2285,PIC    1,23.9,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
2288,BHVX   1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2289,RKWD1  1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2290,WESLY_ 1,1.0,1,1,2,1,1.0,0.0,1.1,0.9,1.1,0.9
2296,NASELL 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2301,PIN    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2305,CSS    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2307,CURRY  1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2310,EECLOU 2,115.0,1,31,53,1,1.0,0.0,1.1,0.9,1.1,0.9
2312,STB    1,115.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
2319,PP     1,345.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2327,CRISMO 1,69.0,2,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2330,YAZZIE 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2335,ROE    2,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2339,BIGSKY19,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
2364,JRI    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2366,AMPLIF 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2369,SIERAB 1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2374,SLF    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2378,BIGSPR 1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
2379,WHEELE 1,230.0,1,34,39,1,1.0,0.0,1.1,0.9,1.1,0.9
2381,COPPRX 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2389,KINGEN 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2392,FRN    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2393,HLD    1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2394,CQ     1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2397,PCA    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2411,SANDIA 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
2414,HAP    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2422,WAB    1,57.5,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2426,SNOHOM 2,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2428,CUSHMA 1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
2445,TORTOI 1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2448,PEGS$  1,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
2451,MARINE 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
2463,WP     2,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2465,MOORE_ 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2466,W_BURL 1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2470,SHEPDS 2,0.69,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2472,PAVANT 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2474,VAL RO 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2476,DENNYS 1,13.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
2480,BELL   1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2490,WLDHOR 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2492,TILLAM 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2495,POW    1,132.0,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2505,PVO    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2508,SYL    2,230.0,2,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
2514,OC     2,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2523,RSCK   1,34.5,2,26,36,1,1.0,0.0,1.1,0.9,1.1,0.9
2526,CRW_CR 1,115.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2528,MPSN   1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2530,CHERRY 1,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
2532,ARLT   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2534,ASHE   1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2538,MW     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2540,RENO$  1,24.9,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
2545,MCLO   2,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2550,HH     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2570,BENLOM 1,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
2571,RT     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2575,COR    1,230.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
2580,QUILCE 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2582,PWP2   1,13.8,2,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2583,DOOLEY 1,230.0,1,31,53,1,1.0,0.0,1.1,0.9,1.1,0.9
2586,E_HELE 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2589,NGILAN 1,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2609,LWR_WD 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2612,CMC    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2620,BK     1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2621,PLESNT 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
2628,ONTO   2,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2630,DR     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2633,EAGL   1,12.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2635,MCCONN 1,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
2645,CSS    2,0.69,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2647,DMR    1,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2648,BICENT 1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2653,GB     1,12.47,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2656,GTP    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2663,OPPOR_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2666,DGB    1,13.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2672,ASPEN  1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
2673,LGSY   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
2674,PCA$   1,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
2684,PX     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2686,GOOSE_ 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2687,MARYVA 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2688,HANGMA 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
2690,CHEHAL 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2694,EASTPI 1,230.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
2696,SANDRS 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2698,LONG_W 1,230.0,1,31,58,1,1.0,0.0,1.1,0.9,1.1,0.9
2706,TDALES 1,13.8,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2710,DOOLEY 2,34.5,1,31,53,1,1.0,0.0,1.1,0.9,1.1,0.9
2715,SANDST 1,115.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
2729,FALLSC 1,20.8,2,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
2734,EE     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2741,RIN    1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
2744,RVGT   1,230.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
2746,SG2    1,6.7,2,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2748,SPRNGR 1,19.0,2,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
2751,KEN_BC 1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
2754,GARRIS 1,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
2756,SOURDG 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
2760,CP     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2763,PP     2,34.5,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
2776,GYPSUM 1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
2784,RIV_PS 1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
2789,S_EAST 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
2790,SPRNGR 2,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
2792,JIMBRI 1,22.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
